c1,c2,c3,c4,c5,c6,c7,c8,c9
1,16,4,1,3,1,2,6,1
1,16,110,1,3,7,1,6,0
1,16,97,1,3,14,1,6,0
1,16,153,1,9,4,1,13,0
1,16,95,1,3,2,1,6,0
1,16,95,1,3,14,1,6,0
1,16,186,1,3,19,9,6,0
1,16,182,1,2,2,1,5,0
1,16,153,1,3,14,1,6,0
1,16,147,1,3,2,73,6,1
1,16,138,1,3,19,1,6,0
1,16,69,1,3,1,1,6,0
1,17,69,1,3,1,1,6,0
1,17,141,1,6,14,81,13,1
1,19,141,1,9,19,295,13,1
1,19,97,1,3,14,41,6,1
1,19,97,1,3,14,21,6,1
1,20,4,1,2,4,2,5,1
1,21,78,1,3,1,1,6,0
1,21,97,1,3,14,96,6,1
1,21,146,1,6,2,318,5,1
1,22,97,1,3,14,41,6,1
1,22,4,1,7,9,2,13,1
1,22,141,1,2,3,1,5,0
1,24,153,1,9,2,1,13,0
1,24,97,1,2,14,44,5,1
1,25,146,1,6,14,171,13,0
1,25,141,1,3,3,81,6,1
1,25,141,1,3,3,170,6,1
1,26,4,1,6,14,1,13,0
1,26,97,1,3,14,77,6,1
1,26,97,1,3,14,77,6,1
1,27,4,1,2,14,1,5,0
1,28,182,1,3,12,1,6,0
1,28,147,1,6,14,318,13,1
1,28,6,1,3,3,1,6,0
1,29,153,1,6,14,10,9,1
1,29,97,1,3,14,77,6,1
1,30,141,1,3,14,1,6,0
1,30,4,1,3,2,2,6,1
1,31,186,1,3,20,9,6,0
1,31,4,1,3,4,2,6,1
2,1,95,1,3,4,163,6,1
2,1,95,1,3,14,15,6,0
2,1,153,1,3,4,78,6,0
2,1,167,0,2,3,1,5,0
2,1,195,1,2,14,35,5,0
2,2,42,1,2,2,146,5,1
2,2,92,1,3,2,1,6,0
2,2,186,1,3,19,9,6,0
2,2,141,1,2,14,12,8,0
2,3,95,1,3,2,1,6,0
2,3,186,1,3,19,9,6,0
2,3,167,0,2,3,1,5,0
2,3,182,1,3,19,1,6,0
2,3,186,1,3,14,9,6,0
2,3,6,1,3,3,22,6,0
2,2,42,1,3,7,146,6,0
2,4,97,1,3,14,21,6,1
2,4,97,1,3,14,44,6,1
2,4,153,1,3,4,1,6,0
2,4,186,1,3,19,9,6,0
2,4,205,1,3,8,1,6,0
2,5,182,1,3,14,1,6,0
2,5,217,1,7,8,68,8,0
2,4,141,1,3,2,81,6,1
2,6,205,1,3,15,1,6,0
2,6,97,1,3,14,21,6,1
2,6,75,1,3,1,1,6,0
2,6,6,1,2,3,22,5,0
2,8,4,1,3,4,2,6,0
2,9,153,1,3,2,1,6,0
2,9,97,1,3,14,96,6,1
2,9,97,1,3,14,41,6,1
2,10,4,1,3,2,2,6,0
2,11,347,0,6,2,1,5,0
2,11,95,1,3,2,15,6,0
2,11,4,1,3,4,1,6,0
2,11,6,0,1,2,22,6,0
2,12,182,1,6,12,1,5,0
2,12,195,1,9,12,146,13,0
2,12,153,1,3,2,1,6,0
2,13,153,1,3,2,1,6,0
2,13,98,1,6,8,1,9,0
2,14,182,1,3,2,1,6,0
2,14,95,1,3,14,1,6,0
2,14,153,1,3,4,1,6,0
2,15,95,1,3,15,1,6,0
2,15,130,1,3,3,1,6,0
2,15,155,1,3,17,1,6,0
2,15,141,1,3,2,81,6,1
2,15,95,1,3,17,1,6,0
2,15,45,1,1,2,1,5,0
2,15,155,1,3,14,1,6,0
2,15,6,1,3,14,22,6,0
2,15,130,1,3,2,1,6,0
2,15,92,1,2,3,123,5,0
2,15,182,1,3,11,1,6,0
2,15,213,1,3,1,1,6,0
2,16,153,1,3,16,1,6,0
2,16,182,0,1,2,193,6,1
2,16,153,1,3,14,1,6,0
2,16,6,1,3,4,38,6,0
2,16,201,0,6,2,1,5,0
2,16,205,1,1,2,1,5,0
2,16,153,1,3,2,1,6,0
2,17,95,1,3,14,1,6,0
2,17,4,1,3,17,2,6,1
2,17,95,1,3,3,1,6,0
2,17,1003,1,3,7,1,6,0
2,17,153,1,3,2,1,6,0
2,17,153,1,3,21,1,6,0
2,17,217,1,7,5,92,8,0
2,17,167,0,1,14,1,5,0
2,17,153,1,3,21,1,6,0
2,17,160,1,1,14,297,5,0
2,17,217,1,7,5,1,8,0
2,18,153,1,1,14,1,5,0
2,18,4,1,3,4,2,6,1
2,18,4,1,3,4,649,6,1
2,18,95,1,3,13,1,6,0
2,18,205,1,2,14,123,5,0
2,18,153,1,3,2,1,6,0
2,18,86,1,2,3,1,5,0
2,18,97,1,3,14,41,6,1
2,18,153,1,3,2,1,6,0
2,19,1003,1,3,7,1494,6,0
2,19,138,1,3,18,1,6,0
2,19,95,1,2,14,1,5,0
2,19,4,1,3,14,2,6,0
2,20,603,0,3,2,1,6,0
2,20,95,1,3,3,1,6,0
2,20,4,1,3,14,2,6,0
2,20,95,0,1,2,1,6,0
2,20,50,1,3,14,1,6,0
2,20,6,1,3,4,22,6,0
2,21,153,1,2,3,60,5,1
2,21,110,0,3,7,1,6,0
2,21,1003,1,3,7,1,6,0
2,21,1001,1,2,7,1,5,0
2,21,1001,1,2,7,1,5,0
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,21,78,1,7,1,105,8,1
2,22,153,1,3,14,1,6,0
2,22,205,1,3,4,1,6,0
2,22,95,1,3,14,1,6,0
2,22,95,1,3,3,1,6,0
2,22,95,1,3,15,1,6,0
2,22,205,1,3,8,1,6,0
2,22,95,1,2,14,1,5,0
2,22,208,1,6,18,38,13,1
2,23,186,1,3,19,1,6,0
2,23,182,1,2,3,1,5,0
2,23,4,1,2,14,2,5,1
2,23,167,1,2,3,1,5,0
2,23,95,1,3,13,1,6,0
2,23,185,1,3,16,18,6,1
2,23,92,1,2,14,1,5,0
2,23,95,1,2,10,1,5,0
2,23,4,1,3,1,1,6,0
2,24,95,1,3,14,1,6,0
2,24,95,1,3,14,1,6,0
2,24,222,1,3,1,1,6,0
2,24,95,0,2,17,1,5,0
2,24,4,0,1,2,2,6,1
2,24,186,1,8,17,1,10,0
2,24,78,0,3,2,1,6,0
2,24,147,1,6,14,1,5,0
2,25,153,1,3,2,1,6,0
2,25,153,1,2,12,1,6,0
